District,Year ,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),MIN_TEMP,MAX_TEMP,AVG_TEMP,HUMIDITY,PRECIPITATION,WIND_SPEED
Pune,2012 - 2013,"77,600.00","1,06,200.00",1.37,15.462,32.876,23.936,12.604,1.798,4.134
Pune,2013 - 2014,"82,100.00","1,53,200.00",1.87,15.82,31.232,22.882,13.804,3.026,4.45
Pune,2014 - 2015,"82,100.00","1,36,100.00",1.66,16.032,33.802,23.824,12.412,1.882,4.318
Pune,2015 - 2016,"54,600.00","1,07,300.00",1.97,16.93,33.73,24.416,12.468,1.468,4.224
Pune,2016 - 2017,"53,500.00","1,15,400.00",2.16,15.142,32.222,22.686,12.162,2.114,3.952
Pune,2017 - 2018,"52,000.00","1,24,000.00",2.38,15.724,31.46,23.022,13.22,2.118,4.056
Pune,2018 - 2019,"57,969.00","1,06,233.00",1.83,15.698,32.794,23.954,11.436,1.13,4.252
Pune,2019 - 2020,"59,509.00","1,07,626.00",1.81,17.376,32.09,23.9,14.698,2.446,4.016
Pune,2020 - 2021,"61,018.25","1,27,824.89",2.09,15.652,30.172,23.236,14.846,4.408,3.356
Pune,2021 - 2022,"59,746.08","1,66,637.14",2.79,16.378,30.584,23.302,14.842,2.59,3.864
Pune,2022 - 2023,"59,820.51","1,51,843.76",2.54,15.288,31.248,23,13.96,3.326,3.852
Raigad,1999 - 2000,"1,27,400.00","3,07,500.00",2.41,20.546,30.922,25.616,13.976,5.464,4.32
Raigad,2000 - 2001,"1,26,400.00","2,74,100.00",2.17,21.538,31.074,25.984,13.418,5.386,3.894
Raigad,2001 - 2002,"1,25,400.00","3,32,200.00",2.65,21.698,31.092,26.066,14.286,5.582,4.39
Raigad,2002 - 2003,"1,24,600.00","2,56,000.00",2.05,21.756,32.58,26.696,13.442,3.526,4.118
Raigad,2003 - 2004,"1,24,600.00","3,53,600.00",2.84,21.846,32.106,26.624,14.374,6.278,4.036
Raigad,2004 - 2005,"1,24,500.00","2,75,900.00",2.22,21.57,31.156,26.038,14.29,5.168,4.204
Raigad,2005 - 2006,"1,21,000.00","2,72,900.00",2.26,21.206,31.004,25.824,14.326,9.46,4.09
Raigad,2006 - 2007,"1,23,600.00","2,91,100.00",2.36,22.13,30.488,26.158,15.362,8.336,4.116
Raigad,2007 - 2008,"1,24,600.00","3,12,700.00",2.51,21.486,31.446,26.204,14.628,7.72,4.068
Raigad,2008 - 2009,"1,23,800.00","3,35,900.00",2.71,21.442,31.484,26.298,14.604,5.642,4.18
Raigad,2009 - 2010,"1,24,000.00","3,11,500.00",2.51,21.35,30.728,26.124,15.02,7.564,4.184
Raigad,2010 - 2011,"1,24,600.00","2,94,800.00",2.37,21.686,30.928,26.28,16.41,9.508,3.682
Raigad,2011 - 2012,"1,23,800.00","2,98,600.00",2.41,21.386,31.188,26.262,14.73,7.312,4.182
Raigad,2012 - 2013,"1,24,100.00","3,23,000.00",2.6,21.404,31.326,26.29,14.516,4.838,3.932
Raigad,2013 - 2014,"1,24,100.00","3,55,100.00",2.86,21.828,30.962,25.91,15.18,8.792,4.28
Raigad,2014 - 2015,"1,16,200.00","3,20,700.00",2.76,21.946,32.484,26.77,14.34,6.456,4.222
Raigad,2015 - 2016,"1,12,100.00","3,28,900.00",2.93,22.228,32.634,26.944,14.672,5.48,4.17
Raigad,2016 - 2017,"1,09,400.00","2,97,200.00",2.72,20.844,31.384,25.706,13.842,7.88,4.028
Raigad,2017 - 2018,"1,10,500.00","2,99,000.00",2.71,21.782,31.17,26.07,14.988,8.988,4.024
Raigad,2018 - 2019,"1,11,159.00","3,14,775.00",2.83,21.61,31.83,26.562,13.72,7.258,4.12
Raigad,2019 - 2020,"95,932.00","1,85,513.00",1.93,22.542,31.542,26.812,16.466,8.868,3.8
Raigad,2020 - 2021,"95,552.17","1,75,742.34",1.84,21.944,30.838,26.41,16.204,7.502,3.298
Raigad,2021 - 2022,"95,967.49","2,18,410.20",2.28,21.962,30.646,26.328,16.32,8.604,3.68
Raigad,2022 - 2023,"95,155.61","2,53,990.00",2.67,21.026,31.04,26.032,15.28,8.762,3.982
Ratnagiri,1999 - 2000,"79,400.00","1,91,500.00",2.41,22.638,30.366,26.592,16.794,9.882,4.346
Ratnagiri,2000 - 2001,"78,400.00","1,65,900.00",2.12,23.392,30.41,26.726,16.75,8.166,4.188
Ratnagiri,2001 - 2002,"78,400.00","2,09,200.00",2.67,23.386,30.366,26.892,16.692,5.518,4.48
Ratnagiri,2002 - 2003,"78,500.00","1,48,300.00",1.89,23.772,31.396,27.406,17.138,6.464,4.124
Ratnagiri,2003 - 2004,"79,200.00","2,38,500.00",3.01,24.056,31.332,27.572,17.064,6.83,3.97
Ratnagiri,2004 - 2005,"79,100.00","1,86,500.00",2.36,23.398,30.688,26.946,16.594,5.9,4.37
Ratnagiri,2005 - 2006,"77,000.00","1,94,600.00",2.53,23.234,30.488,26.8,17.03,9.702,4.298
Ratnagiri,2006 - 2007,"77,900.00","2,10,900.00",2.71,23.672,30.188,26.96,17.564,7.638,4.228
Ratnagiri,2007 - 2008,"76,700.00","1,96,500.00",2.56,23.35,30.688,27.022,17.33,9.91,4.324
Ratnagiri,2008 - 2009,"77,400.00","2,01,000.00",2.6,23.568,30.828,27.18,17.072,5.934,4.298
Ratnagiri,2009 - 2010,"77,300.00","2,02,700.00",2.62,23.294,30.254,26.912,17.748,10.412,4.322
Ratnagiri,2010 - 2011,"78,000.00","2,23,100.00",2.86,23.62,30.408,27.072,18.156,11.798,4.028
Ratnagiri,2011 - 2012,"77,400.00","2,26,100.00",2.92,23.45,30.684,27.14,17.41,8.16,4.31
Ratnagiri,2012 - 2013,"73,800.00","2,14,800.00",2.91,23.48,30.528,27.098,17.132,8.146,4.07
Ratnagiri,2013 - 2014,"72,100.00","2,13,200.00",2.96,23.552,30.228,26.772,17.072,9.778,4.642
Ratnagiri,2014 - 2015,"72,500.00","2,20,500.00",3.04,23.894,31.352,27.512,17.462,8.326,4.048
Ratnagiri,2015 - 2016,"71,000.00","1,74,100.00",2.45,24.256,31.898,27.872,17.816,8.638,4.116
Ratnagiri,2016 - 2017,"75,300.00","2,36,300.00",3.14,22.722,30.676,26.518,16.484,12.59,4.164
Ratnagiri,2017 - 2018,"75,200.00","2,24,400.00",2.98,23.598,30.548,26.954,17.52,7.61,4.226
Ratnagiri,2018 - 2019,"76,106.00","2,40,930.00",3.17,23.496,30.86,27.368,17.108,10.332,4.168
Ratnagiri,2019 - 2020,"75,397.00","2,38,591.00",3.16,24.438,30.834,27.52,18.606,13.618,4.148
Ratnagiri,2020 - 2021,"75,842.08","2,13,611.59",2.82,23.95,30.208,27.162,18.14,13.272,3.816
Ratnagiri,2021 - 2022,"77,223.45","2,21,160.16",2.86,23.818,30.064,27.114,18.364,14.144,3.844
Ratnagiri,2022 - 2023,"69,190.23","2,06,440.00",2.98,23.03,30.496,26.908,17.588,10.528,3.904
Sangli,1999 - 2000,"17,900.00","47,200.00",2.64,15.328,33.208,23.794,13.05,2.472,4.988
Sangli,2000 - 2001,"18,600.00","40,400.00",2.17,16.272,32.962,23.874,12.792,2.308,4.698
Sangli,2001 - 2002,"17,700.00","47,200.00",2.67,15.934,33.006,23.814,13.258,1.802,5.378
Sangli,2002 - 2003,"18,500.00","28,400.00",1.54,17.264,34.7,24.89,12.866,1.6,4.758
Sangli,2003 - 2004,"15,600.00","39,500.00",2.53,16.45,35.202,24.95,13.006,1.548,4.798
Sangli,2004 - 2005,"17,700.00","44,200.00",2.5,16.092,32.9,23.93,12.734,1.576,4.966
Sangli,2005 - 2006,"18,100.00","39,500.00",2.18,15.626,32.192,23.122,13.908,3.4,4.626
Sangli,2006 - 2007,"18,100.00","28,900.00",1.6,16.942,31.564,23.608,14.338,2.98,5
Sangli,2007 - 2008,"18,700.00","43,600.00",2.33,15.9,32.926,23.758,13.842,2.952,4.658
Sangli,2008 - 2009,"18,700.00","38,700.00",2.07,16.096,33.32,24.064,13.336,1.738,4.94
Sangli,2009 - 2010,"18,700.00","35,100.00",1.88,16.094,32.15,23.926,14.462,2.942,5.088
Sangli,2010 - 2011,"20,200.00","53,900.00",2.67,16.342,32.524,24.034,14.864,2.994,4.548
Sangli,2011 - 2012,"18,100.00","33,700.00",1.86,16.468,33.006,24.316,13.21,1.888,5.308
Sangli,2012 - 2013,"17,500.00","33,700.00",1.93,16.042,34.504,24.804,13.178,1.612,4.912
Sangli,2013 - 2014,"14,500.00","25,500.00",1.76,16.118,32.352,23.664,13.518,1.992,5.32
Sangli,2014 - 2015,"15,500.00","31,400.00",2.03,16.156,34.69,24.478,13.572,2.304,4.874
Sangli,2015 - 2016,"22,600.00","43,400.00",1.92,17.362,35.02,25.61,13.508,1.318,4.858
Sangli,2016 - 2017,"16,800.00","42,900.00",2.55,15.556,33.81,23.548,12.32,2.566,4.554
Sangli,2017 - 2018,"17,000.00","39,300.00",2.31,16.112,32.636,23.756,13.928,2.114,4.594
Sangli,2018 - 2019,"15,423.00","40,619.00",2.63,15.696,33.49,24.542,13.052,2.048,4.646
Sangli,2019 - 2020,"15,472.00","19,618.00",1.27,18.138,32.856,24.44,15.574,3.686,4.37
Sangli,2020 - 2021,"15,512.15","43,546.04",2.81,16.192,31.092,23.618,15.206,3.61,4.272
Sangli,2021 - 2022,"14,931.00","36,999.81",2.48,16.548,31.498,23.97,15.478,4.014,4.214
Sangli,2022 - 2023,"14,704.80","38,937.54",2.65,15.712,32.182,23.736,14.67,2.686,4.21
Satara,1999 - 2000,"44,000.00","71,100.00",1.62,15.412,31.296,22.864,14.394,6.606,4.806
Satara,2000 - 2001,"43,900.00","51,300.00",1.17,16.174,31.612,23.196,14.298,5.488,4.382
Satara,2001 - 2002,"44,600.00","77,200.00",1.73,16.27,31.172,23.132,14.674,4.146,5.03
Satara,2002 - 2003,"45,400.00","71,200.00",1.57,16.694,33.21,23.938,14.47,5.034,4.42
Satara,2003 - 2004,"44,200.00","73,400.00",1.66,16.402,33.558,24.154,14.584,5.226,4.422
Satara,2004 - 2005,"44,100.00","72,900.00",1.65,16.278,31.188,23.002,14.466,5.428,4.77
Satara,2005 - 2006,"43,600.00","73,400.00",1.68,16.044,31.042,22.62,14.93,7.248,4.686
Satara,2006 - 2007,"45,000.00","93,300.00",2.07,17.056,29.764,22.97,15.62,6.946,4.696
Satara,2007 - 2008,"49,600.00","1,02,400.00",2.06,16.18,31.758,23.254,15.178,7.22,4.58
Satara,2008 - 2009,"49,700.00","1,09,300.00",2.2,16.352,31.598,23.266,14.966,4.122,4.718
Satara,2009 - 2010,"50,600.00","76,900.00",1.52,16.144,30.492,23.17,15.624,7.484,4.792
Satara,2010 - 2011,"50,800.00","82,200.00",1.62,16.548,30.54,23.306,16.392,9.056,4.302
Satara,2011 - 2012,"50,500.00","83,000.00",1.64,16.2,31.11,23.246,15.086,7.514,4.948
Satara,2012 - 2013,"51,000.00","70,000.00",1.37,15.842,32.154,23.656,14.922,5.85,4.454
Satara,2013 - 2014,"50,400.00","75,600.00",1.5,16.346,30.778,22.916,15.288,7.682,4.936
Satara,2014 - 2015,"52,900.00","94,700.00",1.79,16.59,33.524,23.752,14.998,5.354,4.648
Satara,2015 - 2016,"52,700.00","79,700.00",1.51,17.372,33.602,24.462,15.106,3.892,4.498
Satara,2016 - 2017,"47,000.00","82,100.00",1.75,15.418,31.872,22.602,14.302,7.89,4.464
Satara,2017 - 2018,"45,800.00","83,000.00",1.81,16.234,30.758,22.908,15.44,6.108,4.492
Satara,2018 - 2019,"47,026.00","1,09,002.00",2.32,15.962,31.828,23.606,14.838,6.854,4.426
Satara,2019 - 2020,"49,635.00","71,367.00",1.44,17.994,31.646,23.902,16.796,8.49,4.148
Satara,2020 - 2021,"46,954.00","1,08,948.50",2.32,16.388,29.662,23.272,16.512,7.53,3.976
Satara,2021 - 2022,"45,099.32","88,918.68",1.97,16.836,29.842,23.298,16.686,10.036,4.02
Satara,2022 - 2023,"47,710.76","93,200.74",1.95,15.766,30.774,23.104,15.748,6.702,4.234
Sindhudurg,1999 - 2000,"75,400.00","1,72,400.00",2.29,24.188,30.072,27.224,17.634,7.554,5.516
Sindhudurg,2000 - 2001,"75,400.00","1,87,300.00",2.48,24.564,29.93,27.186,17.724,7.042,5.304
Sindhudurg,2001 - 2002,"74,300.00","1,89,400.00",2.55,24.51,30.206,27.438,17.676,3.42,5.606
Sindhudurg,2002 - 2003,"74,500.00","1,63,300.00",2.19,25.21,30.832,27.848,18.116,4.566,5.18
Sindhudurg,2003 - 2004,"74,700.00","2,36,900.00",3.17,25.308,30.692,28.016,18.08,4.732,5.114
Sindhudurg,2004 - 2005,"74,500.00","2,10,800.00",2.83,24.54,30.356,27.496,17.578,4.258,5.642
Sindhudurg,2005 - 2006,"74,500.00","2,15,400.00",2.89,24.356,30.104,27.35,17.766,6.342,5.606
Sindhudurg,2006 - 2007,"74,700.00","2,20,400.00",2.95,24.722,29.946,27.422,18.178,5.242,5.414
Sindhudurg,2007 - 2008,"74,900.00","2,05,100.00",2.74,24.41,30.21,27.412,18.048,6.964,5.544
Sindhudurg,2008 - 2009,"74,400.00","2,08,000.00",2.8,24.982,30.538,27.76,18.024,4.338,5.528
Sindhudurg,2009 - 2010,"74,600.00","1,96,200.00",2.63,24.746,30.144,27.506,18.33,7.08,5.506
Sindhudurg,2010 - 2011,"73,900.00","1,97,000.00",2.67,24.83,30.072,27.514,18.772,9.054,5.392
Sindhudurg,2011 - 2012,"74,200.00","2,02,500.00",2.73,24.766,30.558,27.712,18.33,6.904,5.508
Sindhudurg,2012 - 2013,"74,200.00","2,07,000.00",2.79,24.618,30.326,27.648,17.948,6.504,5.226
Sindhudurg,2013 - 2014,"74,200.00","2,32,800.00",3.14,24.716,29.826,27.292,17.766,7.166,5.866
Sindhudurg,2014 - 2015,"67,400.00","2,22,400.00",3.3,24.98,30.654,27.892,18.116,5.672,5.094
Sindhudurg,2015 - 2016,"64,600.00","1,90,000.00",2.94,25.34,31.146,28.218,18.68,5.084,5.228
Sindhudurg,2016 - 2017,"62,500.00","2,05,700.00",3.29,23.842,30.17,27.052,17.526,6.904,5.382
Sindhudurg,2017 - 2018,"62,500.00","2,03,000.00",3.25,24.678,30.212,27.524,18.278,3.524,5.61
Sindhudurg,2018 - 2019,"62,500.00","1,83,733.00",2.94,24.838,30.4,27.804,18.15,6.608,5.406
Sindhudurg,2019 - 2020,"62,500.00","1,56,240.00",2.5,25.49,30.472,27.914,19.24,7.26,5.466
Sindhudurg,2020 - 2021,"62,063.18","1,73,928.68",2.8,24.988,30.016,27.604,18.772,6.742,5.016
Sindhudurg,2021 - 2022,"62,063.18","1,60,649.95",2.59,24.814,29.85,27.552,18.886,7.382,5.164
Sindhudurg,2022 - 2023,"62,063.18","1,66,240.00",2.68,24.352,30.204,27.43,18.3,4.798,5.124
Solapur,1999 - 2000,"3,200.00","4,200.00",1.31,15.834,34.762,24.798,0,0,0
Solapur,2000 - 2001,"3,000.00","3,400.00",1.13,16.478,33.952,24.61,0,0,0
Solapur,2001 - 2002,600,800,1.33,16.144,33.624,24.402,0,0,0
Solapur,2002 - 2003,500,300,0.6,17.542,35.724,25.588,0,0,0
Solapur,2003 - 2004,200,100,0.5,16.79,36.26,25.712,0,0,0
Solapur,2004 - 2005,400,100,0.25,16.382,33.686,24.67,0,0,0
Solapur,2005 - 2006,400,100,0.25,15.986,33.006,23.77,0,0,0
Solapur,2006 - 2007,400,100,0.25,17.412,32.912,24.45,0,0,0
Solapur,2007 - 2008,300,300,1,16.31,33.968,24.402,0,0,0
Solapur,2008 - 2009,100,100,1,16.338,34.414,24.81,0,0,0
Solapur,2009 - 2010,100,0,0,16.594,33.634,24.864,0,0,0
Solapur,2010 - 2011,700,200,0.29,16.76,33.55,24.872,0,0,0
Solapur,2011 - 2012,700,200,0.29,17.352,35.024,25.468,0,0,0
Solapur,2012 - 2013,400,100,0.25,16.536,35.56,25.71,0,0,0
Solapur,2013 - 2014,400,100,0.25,16.308,33.196,24.286,0,0,0
Solapur,2014 - 2015,400,100,0.25,16.634,35.558,25.384,0,0,0
Solapur,2015 - 2016,200,0,0,17.736,36.158,26.616,0,0,0
Solapur,2016 - 2017,200,43,0.22,15.832,34.54,24.244,0,0,0
Solapur,2017 - 2018,600,70,0.12,16.558,34.07,24.678,0,0,0
Solapur,2018 - 2019,"1,924.00",173,0.09,16.198,35.202,25.61,0,0,0
Solapur,2019 - 2020,"1,189.00",187,0.16,18.824,34.56,25.562,0,0,0
Solapur,2020 - 2021,"1,486.58","2,802.66",1.89,16.636,32.104,24.254,0,0,0
Solapur,2021 - 2022,52,20,0.38,16.886,32.782,24.662,0,0,0
Thane,1999 - 2000,"1,39,200.00","2,95,500.00",2.12,17.74,34.212,25.106,12.862,4.154,4.376
Thane,2000 - 2001,"1,39,300.00","1,70,200.00",1.22,18.734,35.91,26.432,11.728,3.344,4.028
Thane,2001 - 2002,"1,38,600.00","3,40,000.00",2.45,18.48,34.502,25.64,12.922,3.582,4.382
Thane,2002 - 2003,"1,38,000.00","1,53,800.00",1.11,18.506,36.292,26.636,12.26,2.91,4.164
Thane,2003 - 2004,"1,38,500.00","3,91,600.00",2.83,18.11,34.608,25.492,13.656,4.57,4.012
Thane,2004 - 2005,"1,38,600.00","3,28,800.00",2.37,18.542,34.53,25.606,13.326,3.944,4.126
Thane,2005 - 2006,"1,37,000.00","3,04,700.00",2.22,17.626,33.962,25.062,13.33,6.738,4.116
Thane,2006 - 2007,"1,37,600.00","2,52,200.00",1.83,18.848,33.268,25.436,14.404,6.002,4.06
Thane,2007 - 2008,"1,38,100.00","3,03,300.00",2.2,18.112,34.15,25.326,13.674,5.274,3.972
Thane,2008 - 2009,"1,38,000.00","2,97,300.00",2.15,18.262,34.342,25.628,13.476,3.262,4.146
Thane,2009 - 2010,"1,36,000.00","2,85,000.00",2.1,18.15,34.528,25.712,14.054,5.67,4.294
Thane,2010 - 2011,"1,36,000.00","2,75,300.00",2.02,18.618,32.998,25.318,15.516,6.526,3.68
Thane,2011 - 2012,"1,37,500.00","3,37,200.00",2.45,18.51,35.068,25.9,13.498,4.812,4.246
Thane,2012 - 2013,"1,37,500.00","3,56,800.00",2.59,18.324,34.632,25.834,13.424,3.418,4.062
Thane,2013 - 2014,"1,37,500.00","3,28,000.00",2.39,17.87,33.016,24.57,14.478,6.552,4.258
Thane,2014 - 2015,"55,200.00","1,32,900.00",2.41,18.598,36.15,26.274,13.23,4.074,4.28
Thane,2015 - 2016,"55,000.00","1,24,200.00",2.26,18.494,35.554,26.212,13.438,4.286,4.072
Thane,2016 - 2017,"55,000.00","1,49,600.00",2.72,17.838,34.97,25.22,12.73,5.526,4.06
Thane,2017 - 2018,"54,700.00","1,01,100.00",1.85,18.59,34.11,25.382,13.602,6.234,4.044
Thane,2018 - 2019,"54,885.00","1,39,368.00",2.54,18.304,35.78,26.22,12.426,4.814,4.182
Thane,2019 - 2020,"55,235.00","1,18,495.00",2.15,18.954,33.486,25.526,15.532,6.914,3.926
Thane,2020 - 2021,"54,826.65","1,06,385.80",1.94,17.856,33.386,25.362,15.092,5.23,3.312
Thane,2021 - 2022,"54,907.01","1,29,080.02",2.35,18.078,32.552,24.976,15.226,6.408,3.86
Thane,2022 - 2023,"54,889.22","1,46,850.00",2.68,17.602,33.138,24.942,14.388,6.434,3.978
Wardha,1999 - 2000,500,300,0.6,15.122,33.642,23.938,13.714,2.616,3.272
Wardha,2000 - 2001,600,300,0.5,16.762,35.74,25.628,12.45,2.54,2.998
Wardha,2001 - 2002,500,300,0.6,15.51,34.344,24.386,13.9,2.846,3.268
Wardha,2002 - 2003,500,300,0.6,16.892,35.758,25.96,13.082,2.546,3.172
Wardha,2003 - 2004,300,200,0.67,16.458,34.156,24.666,14.47,4.18,3.232
Wardha,2004 - 2005,200,200,1,16.582,35.776,25.374,13.294,2.776,3.206
Wardha,2005 - 2006,200,200,1,15.284,33.592,24.334,13.944,4.392,3.232
Wardha,2006 - 2007,100,100,1,17.25,33.554,25.088,14.886,3.098,2.956
Wardha,2007 - 2008,100,100,1,16.276,34.174,24.53,14.042,2.74,3.072
Washim,1999 - 2000,"1,900.00","1,200.00",0.63,15.738,34.094,24.35,0,0,0
Washim,2000 - 2001,"2,000.00",800,0.4,17.038,34.874,25.538,0,0,0
Washim,2001 - 2002,"1,300.00","1,300.00",1,16.454,34.828,24.846,0,0,0
Washim,2002 - 2003,"1,100.00",700,0.64,17.476,35.894,26.018,0,0,0
Washim,2003 - 2004,900,300,0.33,16.742,34.246,24.844,0,0,0
Washim,2004 - 2005,500,200,0.4,17.058,35.27,25.488,0,0,0
Washim,2005 - 2006,300,100,0.33,15.79,33.122,24.11,0,0,0
Washim,2006 - 2007,200,100,0.5,17.442,33.344,24.946,0,0,0
Washim,2007 - 2008,100,100,1,16.614,33.884,24.494,0,0,0
Washim,2008 - 2009,100,100,1,16.658,34.612,24.998,0,0,0
Washim,2009 - 2010,100,200,2,16.62,34.642,25.542,0,0,0
Washim,2011 - 2012,200,200,1,17.632,35.016,25.402,0,0,0
Yavatmal,1999 - 2000,"5,300.00","4,600.00",0.87,16.346,34.726,25.034,0,0,0
Yavatmal,2000 - 2001,"5,200.00","4,300.00",0.83,17.45,35.326,25.912,0,0,0
Yavatmal,2001 - 2002,"4,800.00","4,800.00",1,17.096,35.626,25.568,0,0,0
Yavatmal,2002 - 2003,"3,700.00","2,400.00",0.65,18.062,36.186,26.494,0,0,0
Yavatmal,2003 - 2004,"3,300.00","2,000.00",0.61,17.376,34.438,25.31,0,0,0
Yavatmal,2004 - 2005,"2,400.00",800,0.33,17.55,35.278,25.834,0,0,0
Yavatmal,2005 - 2006,"1,800.00",900,0.5,16.402,33.462,24.604,0,0,0
Yavatmal,2006 - 2007,600,300,0.5,18.072,33.902,25.608,0,0,0
Yavatmal,2007 - 2008,600,400,0.67,17.086,34.322,24.996,0,0,0
Yavatmal,2008 - 2009,500,200,0.4,17.054,34.846,25.514,0,0,0
Yavatmal,2009 - 2010,200,300,1.5,17.214,35.198,26.02,0,0,0
Yavatmal,2011 - 2012,100,100,1,18.296,35.76,26.176,0,0,0
Yavatmal,2012 - 2013,100,40,0.4,16.366,35.202,25.512,0,0,0
Yavatmal,2013 - 2014,100,0,0,16.606,31.93,24.108,0,0,0
